Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
74342,-0.6881,1.1188,-1.0545,-0.4653,-0.8415,1.2596,0.437,0.1372,0.2345,-1.0844,1.4029,1.3895,-0.0343,0.0133,0.6491,-0.1753,-0.2002,-0.4928,-0.3459,-0.4761,0.7299,-0.3283,-0.4284,-0.6268,-1.4995,1.5602,0.5086,0.8665,153.45,0
61379,-0.3948,0.1881,0.5726,0.3901,1.1844,0.6313,-1.0772,-0.1323,0.9164,0.0465,1.4413,1.3637,-0.3926,-1.07,0.0571,0.4288,0.1607,-0.4382,-0.5678,0.6235,-1.3569,1.2313,1.0097,-1.0161,-0.1664,-0.3377,-1.2658,-0.5317,82.89,0
92061,-0.2424,-1.3854,0.5982,0.8386,-0.7695,-1.8274,0.3936,0.2384,0.0205,-1.3344,-1.9177,1.7116,-0.2164,0.5044,-0.0707,0.4135,-1.2783,-0.4457,-1.3554,-1.0872,-0.709,-1.8065,-0.4612,-0.7109,-1.1862,-0.1328,-0.0113,-0.837,28.23,0
62741,-0.4889,0.0157,-1.3426,0.0035,-2.7145,-0.4876,2.3232,-0.1919,1.3413,1.4645,-0.867,-0.3973,-0.6937,-1.5479,1.6456,-0.4842,0.3719,0.0391,-0.0218,0.2843,1.639,0.6545,-1.4062,-0.0584,-1.0362,-0.0068,-0.1237,-0.3959,268.75,0
161493,0.2399,0.3421,1.9807,1.0731,0.5736,-0.0934,-0.6163,1.1773,0.1202,-1.4437,-0.536,-0.6747,-2.288,0.948,0.0534,0.7469,0.4419,-0.2265,-0.2561,-0.2182,-0.7372,-1.266,0.0719,0.1426,0.0983,0.1147,-0.9225,0.0208,259.09,0
67960,0.2597,0.4517,0.1537,-0.7761,1.2988,-1.1247,1.7834,0.3327,-0.05,0.3599,-0.3075,-1.2746,0.9754,0.5131,-0.7508,0.9061,-0.8742,-0.3906,-0.015,0.4658,-1.4322,-0.7174,0.1613,1.1815,1.9178,0.5446,0.0387,1.1291,192.11,0
39343,1.0967,2.2917,1.7585,0.3973,-0.3273,-1.4232,0.1205,0.7458,0.7582,-0.4429,0.5983,-1.1563,1.0943,1.0199,0.6721,0.2309,-0.3051,-0.0303,-1.6632,1.1937,1.1481,-1.2854,-0.1582,0.3945,-0.9243,0.2576,-0.4527,1.6925,370.05,0
63591,-1.3042,0.3008,-1.7196,0.0718,0.7223,2.023,0.0494,-0.7483,1.0265,0.0412,0.0983,0.917,1.0928,-1.7321,0.0515,-0.0164,-1.0696,-1.6239,-0.0668,-0.4637,-0.7247,-0.1374,-0.351,0.0176,1.5768,-0.0301,1.8804,1.2441,448.75,0
136251,-1.8163,1.1043,-1.6038,0.4284,-1.0371,-0.5767,-0.6518,-0.7603,-0.3005,-0.1958,-0.2767,-0.4512,-0.5051,1.8845,0.8932,-0.4478,0.4374,-0.7736,-0.6976,0.2134,0.5073,-0.1879,0.0606,-0.4765,0.8607,0.6733,-0.1986,0.4668,179.79,0
54430,-1.0652,0.332,0.2614,-0.3482,0.3015,-0.7966,-0.3818,-1.3051,0.4297,1.9233,0.9397,1.2652,0.9848,-0.1981,0.8031,0.2551,0.2635,-0.5591,1.8755,-0.5822,-1.1866,-0.4353,0.3839,0.2599,0.1383,-0.4897,1.6135,0.6585,111.92,0
51939,0.4309,-0.8634,-0.9828,-1.0505,-0.6727,-0.3827,0.0806,-0.1939,1.9831,0.8504,-0.4923,0.1827,1.5559,-1.0562,-0.1448,0.2575,-0.5884,0.1472,-1.6605,-0.8314,-0.1933,0.1499,-0.251,-0.5625,0.1416,0.628,-0.3866,2.0369,18.29,0
162313,-1.071,-0.9681,-2.0705,0.0144,-0.4248,0.0563,-0.7733,0.6991,-1.1156,-1.3952,0.0172,3.2033,-0.1912,-0.0538,-1.1692,1.064,-1.7298,0.222,-0.7194,1.0725,-0.3453,0.7151,1.3304,0.2198,1.7936,0.334,-0.3512,1.7844,236.37,0
93698,0.4182,-3.9373,0.4532,-0.0748,-0.4349,-0.6563,0.9032,-2.0417,3.1492,1.1541,0.3698,1.9004,0.2747,-0.895,1.0271,-1.636,0.6001,1.1981,0.535,-1.4512,0.2051,-0.1231,-0.7422,-2.312,-1.1855,-0.5007,1.1256,2.7532,440.93,0
129034,-0.5997,-0.1625,0.3304,0.0803,-0.1611,-0.1196,-0.8893,0.1238,-1.3659,-1.1911,-0.3374,0.5262,0.6512,-1.905,0.5263,0.2067,-0.1552,-0.5305,0.9374,0.7846,-0.2564,0.2913,-0.4151,-1.4135,-0.7768,-0.4661,-1.2022,2.45,366.44,0
114522,0.6611,-2.4564,-0.3662,-0.4987,1.5084,-0.3001,1.5858,-0.7603,0.2232,1.3146,0.387,0.7637,-0.1967,-0.4835,-0.3233,-2.4164,0.9456,-0.3158,2.5897,-0.0931,1.3301,0.2744,2.3025,-1.2463,0.2348,1.2697,0.5076,-0.2133,372.93,0
62389,-0.5014,0.7201,-1.6843,-1.9394,0.6481,-1.3407,-0.1174,-0.8969,0.6843,0.0491,-0.3247,-0.8704,0.368,-1.5535,1.0251,0.3199,-0.528,0.2917,-1.7722,1.0629,-0.5763,0.7804,0.8379,-1.5515,-1.4865,-0.7937,0.1674,1.0827,399.8,0
8758,-0.2439,0.8415,0.3747,-0.1174,0.4669,0.8506,-0.1422,-1.2505,0.3546,-0.2641,-1.1454,-0.7682,-0.2495,0.0272,0.5617,-0.2125,0.4499,-0.3734,0.5457,0.4031,0.5692,1.4371,-0.2828,-1.5933,-0.0779,0.8094,0.0249,0.3181,286.31,0
128699,0.5387,0.7778,-0.7504,0.367,-0.711,-1.1524,0.071,0.217,0.3964,0.73,1.6771,0.9487,-0.3608,0.9397,-1.4675,0.1007,1.0535,0.6792,0.8282,1.91,-0.7407,0.7948,-0.0933,1.1147,0.1176,0.7821,1.5468,0.6309,334.07,0
22467,-0.894,-1.5821,-1.4412,0.8648,0.05,0.3512,-0.9227,0.792,1.4889,-0.3266,1.2012,-0.5077,0.0759,0.8392,-1.5484,1.2041,1.2705,0.2817,-1.2946,-0.1373,0.5615,-0.0611,1.0368,-0.3423,0.5741,-0.1903,0.1552,0.6357,22.3,0
20543,1.0663,-0.0787,1.4046,-0.0241,0.3894,-0.667,1.877,-1.1779,0.9046,0.4051,-0.71,0.5341,-0.1814,1.0921,1.2307,-1.2546,-0.8703,-0.8493,-0.9053,0.5007,0.7948,1.0684,0.1247,-2.3664,1.1457,-0.5844,0.6612,0.4867,268.28,0
90143,0.5638,-0.5437,-0.7337,-1.0766,-0.606,0.1036,-1.1378,0.7946,-0.4269,-0.9193,-1.6301,1.2515,-0.1161,-0.296,-0.7813,0.1227,-0.6317,0.6523,0.2338,-0.8308,1.0888,-1.6497,-1.067,-2.4594,0.1167,0.8373,-0.068,-1.7234,161.11,0
109254,-0.3418,-0.265,-2.0655,0.7921,-0.9608,0.634,-0.9625,-0.1002,1.6615,0.6124,1.4407,0.6301,-1.4304,0.9935,-1.2818,-0.1971,0.9406,1.8103,0.105,0.3282,0.3152,0.0665,-0.426,0.5125,-0.7563,0.8223,-1.8064,1.3662,340.91,0
63422,-0.9342,0.9645,0.8885,1.8161,-0.793,-0.4817,1.0966,1.8153,-0.01,-1.528,-0.2161,0.9647,0.6781,1.1129,1.9249,-0.4313,-0.9044,-1.2027,-0.1228,1.0191,1.7272,0.2188,0.0147,-0.1329,1.2264,-0.762,-0.1049,-0.0774,126.94,0
80074,-0.3647,-1.5292,-0.3375,2.0983,0.6604,-0.8902,0.1683,0.8314,-1.3862,-0.1808,-0.1047,-0.0615,2.606,-0.0093,0.6837,-1.0868,-0.6777,-0.453,-0.4592,-1.0506,-0.4151,0.6892,-0.3662,0.7171,-1.3717,-2.0492,-0.3749,-0.5262,259.13,0
62993,1.4617,-1.0664,0.4374,-1.2812,-0.8055,-1.2786,-0.262,-1.436,0.7749,-0.0123,-0.8645,0.4854,1.5307,0.3454,-0.5837,-0.2839,-0.1041,-0.7015,-1.7117,-0.3785,1.2427,-0.8272,-1.9303,-0.0888,1.1028,-1.7224,0.19,0.4114,64.84,0
67804,-0.1987,-1.2642,2.0671,-1.2645,1.1772,-0.8599,0.1233,0.7002,0.7219,-0.755,0.7305,-0.6291,-0.9589,-0.5717,0.2453,0.224,-0.8752,-0.9852,-0.8209,-0.7773,0.1725,0.4749,-0.5182,-1.1139,-1.7291,1.0506,1.8226,2.5345,171.99,0
149265,2.297,-1.832,1.2382,1.56,0.174,0.3718,-1.4577,2.5507,-0.1341,0.3186,-0.6546,0.2034,0.1931,-1.2962,0.9543,1.4716,0.0978,-0.5173,-0.9688,0.4286,-1.0278,0.4914,1.2349,0.0362,-0.2968,-2.4303,1.3092,-1.0555,265.99,0
4696,-0.6235,-1.2577,0.0114,1.5379,-0.2936,0.4358,-0.9918,0.8906,0.9282,1.6159,-0.2473,0.7913,-0.187,-1.334,-1.097,1.7817,0.9158,-0.0261,0.7681,-0.5479,0.9177,2.2526,0.8851,-0.4996,0.2179,1.597,1.1052,1.1949,295.26,0
44298,1.1271,1.1014,0.2537,-0.9361,-1.0922,-1.3257,-0.9604,-0.9381,0.4568,0.142,0.162,-0.2695,0.8096,0.7209,0.5445,0.535,-0.202,-0.6475,-0.0537,-0.1257,-0.4055,0.2201,-1.3851,-0.1777,-0.3174,-0.9923,0.9624,-0.712,309.23,0
74109,0.3575,0.3113,0.2117,0.6331,-0.0992,1.2129,0.4662,1.4878,-0.0797,0.2721,-0.6822,0.0156,0.818,-0.3655,1.4922,0.0257,1.5832,-1.0488,-0.2769,-0.4964,1.0106,0.6421,-0.0764,-0.4558,-0.0268,0.7246,0.8357,-0.0596,232.67,0
26164,0.7871,-1.8777,0.5663,-0.7567,-0.4679,-0.9441,1.457,1.2993,0.1076,-0.0887,0.9313,1.1029,-1.0061,1.8672,0.7592,-0.2201,-0.1025,-0.9602,-0.2705,0.4105,-0.8945,0.6477,0.7848,-1.3137,-1.0369,0.1426,0.4559,-0.3963,67.12,0
15373,1.9159,-0.2229,1.7498,1.3348,-1.2896,0.1409,-1.2723,0.5208,0.2505,-1.3518,1.338,-1.5651,-0.3,-2.0873,-1.1508,0.1228,0.8201,-0.6996,1.3449,0.5654,2.0076,0.1562,-1.6299,-0.2562,-0.1168,-0.7025,1.9541,-0.5576,260.03,0
162067,1.2165,0.8294,0.0082,0.9211,-0.4404,-0.882,0.6785,-1.0836,0.334,-0.0257,-0.3627,-0.4581,1.1372,-1.5894,0.269,-0.2886,-0.7414,0.0389,0.3158,-0.0599,0.245,1.4148,-0.6009,0.4179,-1.7386,0.457,-1.8669,0.6314,224.09,0
31118,1.6416,-0.2004,1.0101,0.1132,1.2303,0.2818,0.8133,-1.5738,1.3867,-0.3267,0.9911,-0.8187,-0.6227,-0.9114,-1.0094,1.5718,0.7836,-1.7623,-0.8413,1.4864,-1.2851,-0.9331,-0.717,0.8311,1.2003,0.8429,0.9366,0.0129,317.2,0
76541,-0.9246,-0.2857,1.6734,1.3204,-1.8553,0.0884,-0.0483,-1.0248,-0.0178,0.6602,1.4192,1.3453,0.4002,1.8223,0.3312,0.8456,0.0139,-0.3083,-1.0,-1.1093,1.5077,1.4743,-1.2866,0.3529,-2.576,-0.068,1.6319,0.0445,277.06,0
113458,0.6082,-0.9743,-2.251,-0.118,0.5805,1.1794,-0.0641,-0.5203,-1.0296,0.8804,0.877,-0.796,-2.0876,1.8484,1.4641,-0.8546,-0.3802,2.5459,1.0794,-0.2024,0.6902,0.7669,-0.5132,-1.5801,-0.4704,1.4821,1.011,-1.2111,467.82,0
165827,0.1398,0.6717,-0.3381,-1.4854,0.4695,-0.2535,-0.6696,-2.6351,0.548,1.1241,-1.0271,-1.193,0.087,-1.2825,-2.0748,-1.1888,-0.3713,-1.451,0.9709,-0.7642,0.7523,-0.7292,0.473,0.038,-0.242,0.2247,0.7388,0.2744,392.98,0
75134,-0.2287,-0.5142,1.6203,0.6656,0.3558,1.1965,-0.6927,0.8516,-1.1185,-1.0,-0.6595,-0.2702,-0.5978,-0.7922,-1.7811,-0.1224,-0.5103,-1.4495,0.938,0.2852,-1.5251,0.8818,-1.0298,-2.3859,1.5566,0.5472,0.5856,1.9287,430.36,0
116146,1.0607,-1.9298,-0.4062,-1.3861,0.0404,-1.2571,-1.3778,-1.0465,0.8138,-0.1857,0.6672,1.3603,0.2383,0.5701,-0.9695,-0.0846,-1.1488,0.5538,0.9062,0.9658,-0.0282,0.8955,-0.1453,-0.5615,0.5021,0.726,2.2037,0.7291,308.19,0
78945,-1.3017,0.0774,-1.0997,1.3623,-0.2915,0.6418,0.1517,0.3438,-1.0365,-0.0335,-0.4274,-0.1013,0.1247,0.6815,-0.4656,0.8236,0.3292,1.6388,-3.3126,-0.6427,1.2586,-2.5212,1.4846,0.0822,-2.0422,0.7256,-1.0526,-0.9128,479.49,0
84131,-1.3107,1.2097,0.5828,0.5033,-0.0364,-0.2207,-1.7061,-0.1815,-1.1875,-0.107,-0.8357,0.0694,-0.5097,-0.7159,0.3904,0.2222,1.6956,-0.3055,-1.3738,-0.2909,0.3438,1.3666,0.3488,1.4803,0.3478,-0.5825,0.9752,-1.8074,370.95,0
114094,-1.4344,-1.8871,-0.0113,-0.5777,-0.8685,0.2275,0.2848,0.1746,0.3505,-1.229,-0.6405,-0.3262,-0.0538,0.9896,-0.7282,-0.7776,1.4874,0.1585,-1.398,-0.311,-1.2362,-1.137,-1.3343,-0.796,2.0597,1.0105,1.3817,1.0876,151.37,0
22676,-0.4498,2.2414,-1.3659,1.26,0.5722,0.1122,0.3119,1.6277,0.5637,-1.8626,-0.3954,1.3617,-0.621,1.9937,1.9618,-0.4338,-1.5028,-2.0132,2.0334,0.1427,0.1843,0.2267,-0.8983,-0.4416,-0.4032,-0.1241,0.4085,1.5932,363.24,0
55505,-1.2294,0.7517,-0.5906,-0.0467,0.3463,1.8656,0.2168,0.5943,0.6003,-1.8612,1.3806,-1.8658,1.1115,-0.0397,-0.7887,-0.2544,0.4146,0.1867,-0.1766,-1.1422,-0.2548,0.4577,-0.257,-0.3805,-1.5692,-1.4646,-0.4522,0.9968,308.55,0
80130,-0.2,-0.5391,-1.658,-0.7406,0.5874,-0.1561,-0.6789,1.6185,-0.3367,-1.3909,-0.1575,0.9307,-0.3843,-0.8111,-1.0772,0.1364,0.1791,-1.1414,1.1165,0.9099,0.7063,0.3998,0.9734,-1.8683,0.5371,1.5351,-1.1285,-1.1516,446.16,0
132953,-1.2391,-1.3469,-1.5063,-0.8146,0.0634,0.2658,-0.1412,2.1139,-1.4117,-0.3594,0.5938,0.8027,1.036,-0.8414,0.3343,-0.4191,-0.4357,-0.0031,-0.0957,0.1102,0.18,2.5722,1.5084,-0.1727,0.0249,-0.5494,0.698,1.0881,283.34,0
38325,-0.1016,-1.145,-0.4439,0.5449,-0.3593,0.028,-0.2017,0.2164,0.5857,2.1031,-0.7247,0.8621,-0.2959,0.0867,0.8785,-0.1077,-0.3479,-1.163,0.9106,-1.6652,-0.1048,1.2494,0.6705,1.2927,-0.9646,1.0901,0.6169,-1.0361,188.79,0
58431,-0.9281,-0.0958,0.7786,-0.8533,-1.3529,0.1527,-0.547,-0.0063,0.2026,0.3455,-0.4277,-0.5407,0.3662,0.8749,-0.1024,-0.4913,0.2249,1.812,-0.213,-1.1262,-0.6818,0.0913,1.0018,1.6063,0.294,0.0417,-0.5307,-0.2641,315.14,0
10273,0.4361,-0.3571,1.1347,1.956,-1.0142,-0.1064,1.3983,-0.2736,1.1659,-1.1156,1.0508,-2.1864,0.2846,1.3358,-1.128,0.2048,0.1968,1.0095,0.8252,1.0328,0.1532,-1.3888,-0.6046,-0.0411,-0.8902,-2.0782,-0.3103,-0.2153,189.73,0
34658,0.5219,0.424,0.7529,-0.9149,-0.4985,0.2749,0.9349,0.6466,-0.212,-0.1863,0.2499,-1.1564,0.8486,0.7723,0.929,0.9934,0.9979,-1.8841,0.2253,-1.4299,-0.9527,-0.1328,1.183,0.3312,0.2314,1.7856,0.241,-0.9497,294.93,0
151026,0.4382,0.3089,-0.72,0.1041,0.5165,-0.6319,0.7328,-0.7167,0.5875,1.4576,0.3221,-1.2735,0.0887,0.0811,-0.8612,-1.2595,-0.3816,0.8684,0.8179,1.1999,-0.0449,1.9646,-0.8462,0.4408,-0.2416,1.4914,0.0323,-1.0321,392.11,0
126476,0.5542,1.1536,-2.9731,0.3044,-1.5239,-0.8087,-0.4372,0.3256,0.3302,-0.3802,0.2216,1.7342,0.4365,-0.1441,-1.7538,-0.092,0.4334,-1.31,-0.1307,-0.2997,-1.0901,0.9122,0.6237,-1.7542,-1.3328,0.2398,0.6646,0.411,186.05,0
159653,0.9573,0.2315,1.3731,-0.1346,-1.5633,-0.2075,-1.9752,-1.3877,0.6107,-1.293,-0.6225,0.2511,-0.9969,-1.5049,-0.0587,0.2548,-0.9765,-0.705,0.07,0.6054,0.7206,0.1661,0.5853,0.0011,1.739,-0.0348,-0.6052,0.7995,293.45,0
135723,1.5523,0.1503,1.1036,-0.6142,-0.1912,-1.2655,-0.8014,-0.46,0.2866,-0.6565,1.0718,-0.2534,-0.0795,0.0548,0.5391,1.0587,-1.1034,-0.4259,-0.2672,0.4213,-0.7693,-0.0644,-1.7258,-0.419,-0.001,1.0815,-0.8235,0.8023,122.39,0
89040,1.0755,-0.2672,-1.2893,0.3248,0.4899,0.085,1.2914,0.5836,1.5022,-0.0548,0.1096,0.8642,1.1586,-0.3331,1.8858,0.1154,0.0048,0.4418,-0.8557,-1.646,2.0558,1.0643,-0.924,0.1371,0.6235,-0.488,1.4331,-0.4945,455.05,0
130809,-0.0592,-0.7293,0.0392,0.7844,0.2473,1.882,0.4843,-0.8035,0.0914,-0.497,2.1998,1.1823,-0.1152,0.0053,1.5692,-1.9691,0.5564,-0.7863,-0.8539,1.9593,0.9585,-0.889,-0.0984,0.6279,0.1071,-1.1916,-1.3343,0.9968,64.99,0
137818,0.3475,-1.0866,-1.1431,-0.2994,-1.1957,0.943,1.2465,2.4389,-0.3547,-1.0521,-0.0575,-0.1431,0.322,1.2791,-0.6287,1.2256,-0.0768,1.2589,0.0911,1.1254,-0.7236,-0.6226,-0.6876,0.0053,-0.2941,-0.9192,0.4937,-0.6421,90.76,0
34377,1.5092,-0.1977,0.627,-1.4693,0.4244,-1.2003,0.4092,-0.5187,0.5065,-1.5577,-0.1379,0.0236,-0.4734,0.2544,1.1058,-0.8771,-0.8513,-0.1846,-0.7576,0.0638,0.197,-0.2428,0.4854,0.3479,0.1649,0.7481,0.2387,-0.3815,372.55,0
68096,-0.8231,0.9828,0.7023,-0.3206,0.5045,0.0632,1.7274,-1.9016,0.4129,1.243,-0.3668,-0.4991,0.1773,-0.9197,-0.5366,-1.0242,-0.1775,-2.092,-0.6028,0.5585,-0.3785,-0.4119,0.899,1.5778,-0.7372,1.2049,-1.7505,-0.8458,36.6,0
42467,-0.4813,0.7215,-0.9011,-1.291,-0.7913,-0.6168,1.3266,-1.1302,1.5387,-0.623,-1.0845,-0.1435,0.9743,1.7035,0.517,0.5172,-0.0171,1.6504,-0.0011,-0.6877,-0.3576,0.2701,1.0441,-0.4379,1.6196,0.5696,-3.2865,-0.499,52.86,0
162031,0.8178,1.2078,0.6471,-0.5671,0.0134,0.8176,-0.3716,-0.3786,0.1271,-0.2045,-1.0256,-1.6987,-0.5175,1.0126,1.2319,-0.1953,-0.1523,1.0742,1.5184,-0.2942,0.5971,1.21,-0.9662,-1.0425,-1.1205,-0.4764,-0.5507,-0.6617,174.24,0
141470,0.062,0.4287,-0.3666,0.9635,0.0813,0.1209,-1.6672,-0.246,0.5386,0.6211,-1.4888,-0.3338,-1.6762,0.085,-0.5226,1.6219,0.4002,-1.2874,0.3651,-1.2066,0.7785,1.9159,-0.6999,0.2919,-0.3149,-1.4063,0.334,-0.622,40.53,0
163924,0.1115,1.6971,1.5326,-0.9732,-0.3268,-0.7505,-0.0808,-1.8173,-1.6737,1.0198,0.3407,0.7535,-0.9047,-1.0511,-0.1936,1.3828,0.0754,0.183,1.1778,0.3797,0.182,0.4274,-0.1907,1.5734,-0.1044,-0.7205,0.6816,0.9467,171.61,0
81677,0.2615,-1.1452,-1.0676,1.1171,0.4009,0.081,0.002,-0.562,-0.1033,0.9929,-0.6099,-0.1697,0.6015,-0.4624,-0.1172,0.1079,1.5636,-0.2517,-2.0349,1.7986,0.0576,3.2273,0.5118,1.5481,1.2303,0.8244,0.2563,0.9592,480.65,0
84689,0.8768,1.3553,-0.0419,-1.2623,0.8245,0.7954,-0.2855,0.9013,1.4037,0.4765,0.7234,-0.1226,-0.1596,0.07,0.365,-1.2745,-0.592,0.4544,1.2939,-0.2567,-0.5555,-1.4225,0.9649,1.4196,0.0095,1.1772,-0.356,-0.8364,484.86,0
163874,0.8714,0.3453,0.7039,1.0207,0.9033,0.7227,-0.5205,1.1677,-0.5678,-0.7287,1.2641,-1.022,0.9654,0.1303,-0.1217,-0.7499,1.5181,0.3846,-1.1659,-0.4534,-1.2908,0.0805,-0.8514,-0.2394,-1.9716,0.3968,-1.6155,-1.1534,81.01,0
139234,0.4705,0.6926,-0.0801,0.9532,1.4256,0.0064,-0.4644,0.4414,1.958,0.2314,0.1202,-0.7289,-0.2655,-1.4412,-0.9606,-0.2399,-1.1599,-0.1768,-1.3066,-0.4379,-0.6304,1.2849,0.9355,0.7785,1.7347,0.7725,1.3941,1.4803,101.84,0
127236,0.0912,0.2374,-0.6239,-0.7712,-1.3958,0.0886,-0.2676,-0.1705,0.291,1.5639,2.2457,0.1851,-1.2818,-1.9054,0.5541,-0.9775,-0.6081,-0.725,-0.0862,-2.1012,0.7776,-1.5992,1.2934,0.4962,-1.6011,-0.2952,0.2039,-0.3474,108.73,0
136179,1.3172,0.921,-0.6354,-0.1281,-0.7461,-0.1239,-0.4431,-0.4449,-0.0052,-1.0358,1.1245,0.8781,-0.6953,0.8627,-1.0514,-1.784,0.3149,0.5465,-0.7393,0.5262,1.9605,3.0124,-0.8729,0.3267,-1.2286,2.8315,-0.4358,0.86,382.33,0
112876,0.407,-0.7847,0.0732,1.2539,-0.8942,0.8935,-0.0322,-0.9442,-2.423,0.747,0.2656,0.0003,-0.039,0.1771,1.3896,1.5778,2.882,0.119,0.1907,0.8486,0.3231,-2.3743,0.9846,-2.0149,-1.2971,-0.092,-0.4007,-0.1936,230.72,0
40922,0.617,0.7308,-0.6335,-0.3595,0.1644,-0.4072,-1.8072,1.3165,-0.1583,-1.5958,0.1641,-0.5939,0.7005,-1.3598,-1.9371,-1.006,-0.6984,-0.4761,-0.1578,-1.301,0.2988,0.1606,0.1211,-0.9168,0.425,-0.947,1.362,-1.4906,114.13,0
171122,1.3446,-1.8635,-0.9427,-1.0544,1.1493,0.4067,-0.5443,1.1697,-0.7181,1.3702,0.8551,1.2281,2.6612,-0.044,0.0234,-1.3084,0.8976,0.5703,0.1282,-0.5513,-0.5858,0.9741,-0.0371,-1.2599,-0.0795,1.0052,-1.418,0.619,381.25,0
126070,-1.0775,-0.4211,-0.3808,-0.54,-1.2169,-1.0864,0.0091,0.3855,0.148,-0.8715,0.385,-0.1988,-0.4955,-0.9253,-0.5094,0.717,-0.184,-0.1231,-1.001,2.7904,-2.2649,-2.0279,-0.5248,0.1994,1.7735,0.5138,0.3008,0.9196,379.11,0
22495,0.2548,0.2173,2.1697,-0.721,1.2574,-1.3602,1.5328,0.1326,0.837,0.7038,0.6778,0.0975,-0.656,-0.1597,-0.7654,-0.1127,-1.6089,0.1722,0.9773,1.2019,1.3138,0.1525,-0.1542,-0.2552,0.3924,0.7171,0.3381,-1.3454,27.49,0
171640,0.3495,-0.1254,-0.7874,-1.2471,0.807,-0.492,0.6479,0.5217,0.7349,-0.6611,1.1824,-0.1509,-0.5423,-2.0952,-1.3421,0.1297,0.5667,0.3498,1.2548,-0.2657,-0.0665,-0.2769,0.7532,-0.4002,-1.6484,0.1044,1.5084,0.1749,178.33,0
79253,0.2395,2.7565,-1.8279,-0.0144,-1.4451,-1.4596,1.4181,-1.1671,1.2507,0.2342,-0.1082,0.5633,1.1679,-0.8807,0.8359,0.5143,1.3349,-0.3373,-0.5063,-0.5096,0.0349,0.5747,2.1557,-0.4037,-0.5973,1.0982,0.1466,0.5262,271.14,0
53034,0.5587,-0.6535,-0.3388,-1.1701,2.1786,2.479,0.5536,-0.0849,2.037,-0.9116,-0.5253,1.1636,0.476,-0.1593,-0.848,1.875,-0.2444,-1.6853,0.7543,-0.7071,-0.918,0.5725,1.9384,-0.8567,0.7306,-0.3257,0.0864,-0.4673,93.19,0
160427,-1.0121,-0.9146,-1.025,-0.8739,0.0275,0.2283,1.5273,0.8331,1.2878,1.4439,-1.4204,0.2824,0.399,0.9061,-0.5901,0.0978,0.1522,1.0136,2.235,-0.4436,0.6751,-0.2184,-0.3194,-0.5928,0.1758,0.5991,1.0324,-0.3021,308.91,0
85169,1.4,-1.5528,-1.5542,0.7607,-1.4524,-1.17,-0.1864,-0.9836,1.2086,-0.4861,-1.3953,-0.3226,-0.0797,-0.2687,0.8544,0.7007,1.4748,-1.4244,0.0334,1.2421,0.2815,-0.0287,-1.2937,1.1064,0.6311,-0.1511,-1.9293,0.7701,387.06,0
74950,-1.0171,0.252,-0.2538,-0.2185,-0.5508,-0.059,0.5275,-0.961,-0.0838,-0.4829,0.4232,-2.3188,-0.1791,-0.5086,-0.9374,0.5659,0.5773,1.2048,-0.1562,-0.6532,-0.7281,0.2131,-0.7807,-2.0358,0.4584,-1.5245,0.3513,0.345,225.25,0
95143,1.3477,0.8005,-0.3937,-2.6904,-0.4499,-0.3822,-0.2848,-0.0932,0.4309,0.7943,1.376,-1.4414,0.2932,0.4759,0.039,-0.3222,-0.5775,1.5121,0.8009,-0.2005,0.9024,1.9396,0.0815,-0.0207,0.0151,-0.156,-1.175,0.0175,403.92,0
159379,0.5458,-0.4954,-0.9638,-0.602,-0.3437,0.2176,-0.6058,-0.4408,-1.3296,-0.4076,-1.7471,-0.6608,0.54,0.1714,-0.1562,-0.2246,0.9003,-1.1784,0.4422,-0.7165,0.2782,-0.1521,-0.5432,0.3123,-0.6462,-1.2129,-0.483,-1.2547,393.87,0
46509,1.6263,-0.3497,-0.1725,0.208,0.1025,-0.877,1.4818,-1.1121,0.1021,-1.9226,1.0356,0.4476,1.4266,1.3742,-0.4934,0.9081,0.171,0.6632,1.2156,0.4653,1.2167,-0.1588,1.3674,0.8399,-1.3936,-1.0779,-0.2829,-1.0168,424.05,0
68068,-3.2154,-0.5174,-0.3201,0.4188,-1.1185,-0.4644,-0.7873,-0.8583,0.5845,1.2404,-0.7163,-2.6904,0.2203,0.0022,-0.3532,-0.3553,1.0362,-1.4632,1.0339,-0.0066,-0.6443,1.1085,-0.0979,-0.1146,0.2456,0.7754,0.2143,-0.8305,253.84,0
84914,0.0525,-0.4888,-0.5019,0.8699,-2.3041,-1.0652,0.3238,-0.5714,1.1362,-1.954,-1.1246,0.1485,0.5268,0.1197,0.6223,0.9205,1.409,-1.5937,-1.7838,0.4286,0.3052,-0.1488,-1.2789,-0.1703,-0.555,-1.1455,1.3034,0.154,166.53,0
92692,0.5202,0.2298,0.4913,-0.7662,-0.8755,0.8728,0.6873,1.1785,0.1911,0.4604,0.1733,-0.8409,0.986,-1.2257,-0.0574,0.4223,0.6903,-0.6728,0.4065,-0.7454,-0.6126,-0.0974,-0.1943,0.1962,0.1307,0.421,-1.7901,-0.0675,452.57,0
